traffic_id,traffic_date,article_id,activeUsers,sessions,screenPageViews,screenPageViewsPerSession,screenPageViewsPerUser
1008,2024-03-22,5554750,314,330,701,2.124242424,2.232484076
1009,2024-03-22,5556767,314,345,842,2.44057971,2.681528662
1010,2024-03-22,5556681,309,314,2449,7.799363057,7.925566343
1011,2024-03-22,5552175,303,361,811,2.246537396,2.676567657
1012,2024-03-22,5556684,298,366,628,1.715846995,2.10738255
1013,2024-03-22,5555484,293,309,827,2.676375405,2.822525597
1014,2024-03-22,5556730,288,309,984,3.184466019,3.416666667
1015,2024-03-22,5556304,283,319,764,2.394984326,2.699646643
1016,2024-03-22,5556615,283,309,440,1.42394822,1.554770318
1017,2024-03-22,5555520,272,303,429,1.415841584,1.577205882
1018,2024-03-22,5556703,272,303,973,3.211221122,3.577205882
1019,2024-03-22,5555241,267,324,356,1.098765432,1.333333333
1020,2024-03-22,5555847,267,303,455,1.501650165,1.70411985
1021,2024-03-22,5556254,267,303,623,2.056105611,2.333333333
1022,2024-03-22,5556257,267,272,675,2.481617647,2.528089888
1023,2024-03-22,5555802,262,288,801,2.78125,3.057251908
1024,2024-03-22,5554932,256,314,607,1.933121019,2.37109375
1025,2024-03-22,5556593,256,267,298,1.116104869,1.1640625
1026,2024-03-22,5556787,256,267,628,2.352059925,2.453125
1027,2024-03-22,5552284,251,392,487,1.242346939,1.940239044
1028,2024-03-22,5543169,246,251,738,2.940239044,3
1029,2024-03-22,5555595,246,256,764,2.984375,3.105691057
1030,2024-03-22,5556599,246,256,497,1.94140625,2.020325203
1031,2024-03-22,5553427,241,277,602,2.173285199,2.497925311
1032,2024-03-22,5555775,241,283,424,1.498233216,1.7593361
1033,2024-03-22,5556508,241,256,434,1.6953125,1.800829876
1034,2024-03-22,5556572,241,267,748,2.801498127,3.10373444
1035,2024-03-22,5555320,235,246,884,3.593495935,3.761702128
1036,2024-03-22,5554393,230,251,455,1.812749004,1.97826087
1037,2024-03-22,5555029,230,230,1099,4.77826087,4.77826087
1038,2024-03-22,5555859,230,256,733,2.86328125,3.186956522
1039,2024-03-22,5553773,225,256,701,2.73828125,3.115555556
1040,2024-03-22,5555672,225,267,492,1.842696629,2.186666667
1041,2024-03-22,5556670,225,235,654,2.782978723,2.906666667
1042,2024-03-22,5554801,220,251,780,3.107569721,3.545454545
1043,2024-03-22,5555870,220,324,581,1.793209877,2.640909091
1044,2024-03-22,5556688,215,230,392,1.704347826,1.823255814
1045,2024-03-22,5557019,215,220,372,1.690909091,1.730232558
1046,2024-03-22,5553957,209,235,565,2.404255319,2.703349282
1047,2024-03-22,5555697,209,235,283,1.204255319,1.354066986
1048,2024-03-22,5556991,209,220,743,3.377272727,3.555023923
1049,2024-03-22,5555215,204,209,659,3.153110048,3.230392157
1050,2024-03-22,5556564,204,241,392,1.626556017,1.921568627
1051,2024-03-22,5557134,204,220,759,3.45,3.720588235
1052,2024-03-22,5550741,199,241,319,1.323651452,1.603015075
1053,2024-03-22,5555158,199,246,487,1.979674797,2.447236181
1054,2024-03-22,5556293,199,220,345,1.568181818,1.733668342
1055,2024-03-22,5556311,199,235,361,1.536170213,1.814070352
1056,2024-03-22,5556411,199,220,356,1.618181818,1.788944724
1057,2024-03-22,5557112,199,220,235,1.068181818,1.180904523
1058,2024-03-22,5541506,194,251,283,1.12749004,1.458762887
1059,2024-03-22,5556364,194,215,398,1.851162791,2.051546392
1060,2024-03-22,5555701,188,204,466,2.284313725,2.478723404
1061,2024-03-22,5554203,183,204,455,2.230392157,2.486338798
1062,2024-03-22,5556569,183,204,623,3.053921569,3.404371585
1063,2024-03-22,5556276,178,188,466,2.478723404,2.617977528
1064,2024-03-22,5556527,178,178,492,2.764044944,2.764044944
1065,2024-03-22,5556969,178,178,487,2.735955056,2.735955056
1066,2024-03-22,5556997,178,178,460,2.584269663,2.584269663
1067,2024-03-22,5557124,178,178,727,4.084269663,4.084269663
1068,2024-03-22,5557168,178,178,523,2.938202247,2.938202247
1069,2024-03-22,5554585,173,230,419,1.82173913,2.421965318
1070,2024-03-22,5555312,173,199,235,1.180904523,1.358381503
1071,2024-03-22,5557021,173,209,382,1.827751196,2.208092486
1072,2024-03-22,5541351,167,220,246,1.118181818,1.473053892
1073,2024-03-22,5553485,167,183,356,1.945355191,2.131736527
1074,2024-03-22,5556672,167,194,466,2.402061856,2.790419162
1075,2024-03-22,5557126,167,167,178,1.065868263,1.065868263
1076,2024-03-22,5553559,162,167,345,2.065868263,2.12962963
1077,2024-03-22,5556247,162,173,460,2.658959538,2.839506173
1078,2024-03-22,5556385,162,162,591,3.648148148,3.648148148
1079,2024-03-22,5556584,162,194,539,2.778350515,3.327160494
1080,2024-03-22,5556643,162,167,471,2.820359281,2.907407407
1081,2024-03-22,5556653,162,183,324,1.770491803,2
1082,2024-03-22,5557079,162,183,351,1.918032787,2.166666667
1083,2024-03-22,5542960,157,173,204,1.179190751,1.299363057
1084,2024-03-22,5550966,157,178,801,4.5,5.101910828
1085,2024-03-22,5556600,157,178,440,2.471910112,2.802547771
1086,2024-03-22,5557066,157,167,220,1.317365269,1.401273885
1087,2024-03-22,5554650,152,157,806,5.133757962,5.302631579
1088,2024-03-22,5555367,152,157,351,2.23566879,2.309210526
1089,2024-03-22,5556151,152,167,277,1.658682635,1.822368421
1090,2024-03-22,5523515,147,188,199,1.058510638,1.353741497
1091,2024-03-22,5555712,141,141,617,4.375886525,4.375886525
1092,2024-03-22,5556094,141,152,780,5.131578947,5.531914894
1093,2024-03-22,5556263,141,147,356,2.421768707,2.524822695
1094,2024-03-22,5556939,141,141,173,1.226950355,1.226950355
1095,2024-03-22,5556954,141,167,314,1.880239521,2.226950355
1096,2024-03-22,5557106,141,147,513,3.489795918,3.638297872
1097,2024-03-22,5521646,136,147,173,1.176870748,1.272058824
1098,2024-03-22,5554406,136,157,476,3.031847134,3.5
1099,2024-03-22,5556114,136,147,445,3.027210884,3.272058824
1100,2024-03-22,5557110,136,136,466,3.426470588,3.426470588
1101,2024-03-22,5557139,136,152,152,1,1.117647059
1102,2024-03-22,5552951,131,131,586,4.473282443,4.473282443
1103,2024-03-22,5553351,131,178,340,1.91011236,2.595419847
1104,2024-03-22,5553464,131,147,335,2.278911565,2.557251908
1105,2024-03-22,5555328,131,162,298,1.839506173,2.27480916
1106,2024-03-22,5556761,131,147,440,2.993197279,3.358778626
1107,2024-03-22,5556814,131,141,874,6.19858156,6.671755725
1108,2024-03-22,5556942,131,131,324,2.473282443,2.473282443
1109,2024-03-22,5556445,126,126,131,1.03968254,1.03968254
1110,2024-03-22,5555119,120,147,319,2.170068027,2.658333333
1111,2024-03-22,5555313,120,126,199,1.579365079,1.658333333
1112,2024-03-22,5555321,120,141,194,1.375886525,1.616666667
1113,2024-03-22,5555470,120,131,293,2.236641221,2.441666667
1114,2024-03-22,5556191,120,173,298,1.722543353,2.483333333
1115,2024-03-22,5556408,120,136,230,1.691176471,1.916666667
1116,2024-03-22,5556550,120,126,225,1.785714286,1.875
1117,2024-03-22,5556784,120,131,356,2.717557252,2.966666667
1118,2024-03-22,5556986,120,126,492,3.904761905,4.1
1119,2024-03-22,5516769,115,141,335,2.375886525,2.913043478
1120,2024-03-22,5549736,115,178,351,1.971910112,3.052173913
1121,2024-03-22,5552949,115,120,351,2.925,3.052173913
1122,2024-03-22,5553477,115,131,215,1.641221374,1.869565217
1123,2024-03-22,5554434,115,126,293,2.325396825,2.547826087
1124,2024-03-22,5554467,115,152,382,2.513157895,3.32173913
1125,2024-03-22,5557058,115,136,262,1.926470588,2.27826087
1126,2024-03-22,5557173,115,120,194,1.616666667,1.686956522
1127,2024-03-22,5553141,110,115,434,3.773913043,3.945454545
1128,2024-03-22,5554504,110,141,466,3.304964539,4.236363636
1129,2024-03-22,5555715,110,115,288,2.504347826,2.618181818
1130,2024-03-22,5555749,110,126,204,1.619047619,1.854545455
1131,2024-03-22,5549900,105,136,126,0.9264705882,1.2
1132,2024-03-22,5550726,105,147,434,2.952380952,4.133333333
1133,2024-03-22,5551447,105,110,199,1.809090909,1.895238095
1134,2024-03-22,5551876,105,157,225,1.433121019,2.142857143
1135,2024-03-22,5552634,105,131,199,1.519083969,1.895238095
1136,2024-03-22,5554070,105,110,235,2.136363636,2.238095238
1137,2024-03-22,5554417,105,136,283,2.080882353,2.695238095
1138,2024-03-22,5554943,105,115,272,2.365217391,2.59047619
1139,2024-03-22,5555272,105,167,204,1.221556886,1.942857143
1140,2024-03-22,5555428,105,115,288,2.504347826,2.742857143
1141,2024-03-22,5555456,105,126,319,2.531746032,3.038095238
1142,2024-03-22,5555820,105,131,319,2.435114504,3.038095238
1143,2024-03-22,5555965,105,110,215,1.954545455,2.047619048
1144,2024-03-22,5556289,105,110,262,2.381818182,2.495238095
1145,2024-03-22,5556358,105,115,241,2.095652174,2.295238095
1146,2024-03-22,5556419,105,115,173,1.504347826,1.647619048
1147,2024-03-22,5556481,105,115,225,1.956521739,2.142857143
1148,2024-03-22,5556773,105,136,277,2.036764706,2.638095238
1149,2024-03-22,5550718,99,99,126,1.272727273,1.272727273
1150,2024-03-22,5552300,99,115,293,2.547826087,2.95959596
1151,2024-03-22,5552415,99,115,251,2.182608696,2.535353535
1152,2024-03-22,5552439,99,188,220,1.170212766,2.222222222
1153,2024-03-22,5552842,99,99,549,5.545454545,5.545454545
1154,2024-03-22,5555737,99,115,220,1.913043478,2.222222222
1155,2024-03-22,5555863,99,126,131,1.03968254,1.323232323
1156,2024-03-22,5555907,99,147,188,1.278911565,1.898989899
1157,2024-03-22,5556378,99,110,199,1.809090909,2.01010101
1158,2024-03-22,5556405,99,115,183,1.591304348,1.848484848
1159,2024-03-22,5552090,94,105,241,2.295238095,2.563829787
1160,2024-03-22,5554624,94,120,283,2.358333333,3.010638298
1161,2024-03-22,5555279,94,105,178,1.695238095,1.893617021
1162,2024-03-22,5555304,94,157,366,2.331210191,3.893617021
1163,2024-03-22,5555554,94,105,314,2.99047619,3.340425532
1164,2024-03-22,5555611,94,157,241,1.535031847,2.563829787
1165,2024-03-22,5555757,94,94,382,4.063829787,4.063829787
1166,2024-03-22,5556280,94,105,283,2.695238095,3.010638298
1167,2024-03-22,5556302,94,99,215,2.171717172,2.287234043
1168,2024-03-22,5556597,94,105,188,1.79047619,2
1169,2024-03-22,5556623,94,99,162,1.636363636,1.723404255
1170,2024-03-22,5556840,94,105,183,1.742857143,1.946808511
1171,2024-03-22,5549711,89,115,251,2.182608696,2.820224719
1172,2024-03-22,5555353,89,94,157,1.670212766,1.764044944
1173,2024-03-22,5555405,89,89,194,2.179775281,2.179775281
1174,2024-03-22,5555784,89,99,183,1.848484848,2.056179775
1175,2024-03-22,5556157,89,105,131,1.247619048,1.471910112
1176,2024-03-22,5556174,89,94,173,1.840425532,1.943820225
1177,2024-03-22,5556380,89,99,173,1.747474747,1.943820225
1178,2024-03-22,5556524,89,99,194,1.95959596,2.179775281
1179,2024-03-22,5556656,89,89,319,3.584269663,3.584269663
1180,2024-03-22,5557086,89,89,152,1.707865169,1.707865169
1181,2024-03-22,5549725,84,94,199,2.117021277,2.369047619
1182,2024-03-22,5554164,84,89,293,3.292134831,3.488095238
1183,2024-03-22,5554601,84,89,235,2.640449438,2.797619048
1184,2024-03-22,5554877,84,84,110,1.30952381,1.30952381
1185,2024-03-22,5554899,84,84,204,2.428571429,2.428571429
1186,2024-03-22,5555500,84,99,319,3.222222222,3.797619048
1187,2024-03-22,5555510,84,94,225,2.393617021,2.678571429
1188,2024-03-22,5555525,84,84,460,5.476190476,5.476190476
1189,2024-03-22,5555829,84,94,199,2.117021277,2.369047619
1190,2024-03-22,5555888,84,84,319,3.797619048,3.797619048
1191,2024-03-22,5556249,84,105,167,1.59047619,1.988095238
1192,2024-03-22,5556297,84,89,167,1.876404494,1.988095238
1193,2024-03-22,5556336,84,94,162,1.723404255,1.928571429
1194,2024-03-22,5556715,84,99,157,1.585858586,1.869047619
1195,2024-03-22,5556718,84,84,178,2.119047619,2.119047619
1196,2024-03-22,5552564,78,78,194,2.487179487,2.487179487
1197,2024-03-22,5555187,78,84,178,2.119047619,2.282051282
1198,2024-03-22,5555402,78,89,251,2.820224719,3.217948718
1199,2024-03-22,5555498,78,120,147,1.225,1.884615385
1200,2024-03-22,5555508,78,99,183,1.848484848,2.346153846
1201,2024-03-22,5556457,78,105,152,1.447619048,1.948717949
1202,2024-03-22,5556505,78,84,256,3.047619048,3.282051282
1203,2024-03-22,5556592,78,110,303,2.754545455,3.884615385
1204,2024-03-22,5556635,78,89,141,1.584269663,1.807692308
1205,2024-03-22,5556692,78,84,126,1.5,1.615384615
1206,2024-03-22,5556696,78,99,220,2.222222222,2.820512821
1207,2024-03-22,5556970,78,78,188,2.41025641,2.41025641
1208,2024-03-22,5551139,73,78,188,2.41025641,2.575342466
1209,2024-03-22,5551675,73,73,225,3.082191781,3.082191781
1210,2024-03-22,5552625,73,73,209,2.863013699,2.863013699
1211,2024-03-22,5552933,73,99,178,1.797979798,2.438356164
1212,2024-03-22,5554073,73,84,293,3.488095238,4.01369863
1213,2024-03-22,5554473,73,78,152,1.948717949,2.082191781
1214,2024-03-22,5554889,73,78,230,2.948717949,3.150684932
1215,2024-03-22,5555266,73,84,314,3.738095238,4.301369863
1216,2024-03-22,5555939,73,84,215,2.55952381,2.945205479
1217,2024-03-22,5556466,73,84,188,2.238095238,2.575342466
1218,2024-03-22,5556582,73,78,173,2.217948718,2.369863014
1219,2024-03-22,5556701,73,73,188,2.575342466,2.575342466
1220,2024-03-22,5557132,73,73,157,2.150684932,2.150684932
1221,2024-03-22,5504720,68,73,188,2.575342466,2.764705882
1222,2024-03-22,5552278,68,115,131,1.139130435,1.926470588
1223,2024-03-22,5553453,68,78,188,2.41025641,2.764705882
1224,2024-03-22,5553953,68,110,230,2.090909091,3.382352941
1225,2024-03-22,5554749,68,68,120,1.764705882,1.764705882
1226,2024-03-22,5556275,68,68,204,3,3
1227,2024-03-22,5556370,68,68,120,1.764705882,1.764705882
1228,2024-03-22,5556561,68,73,157,2.150684932,2.308823529
1229,2024-03-22,5556567,68,73,167,2.287671233,2.455882353
1230,2024-03-22,5556861,68,73,178,2.438356164,2.617647059
1231,2024-03-22,5557255,68,84,115,1.369047619,1.691176471
1232,2024-03-22,5534956,63,68,120,1.764705882,1.904761905
1233,2024-03-22,5534985,63,68,209,3.073529412,3.317460317
1234,2024-03-22,5551178,63,68,162,2.382352941,2.571428571
1235,2024-03-22,5553764,63,89,178,2,2.825396825
1236,2024-03-22,5555006,63,63,188,2.984126984,2.984126984
1237,2024-03-22,5555398,63,78,152,1.948717949,2.412698413
1238,2024-03-22,5555618,63,89,136,1.528089888,2.158730159
1239,2024-03-22,5555654,63,68,105,1.544117647,1.666666667
1240,2024-03-22,5556327,63,68,162,2.382352941,2.571428571
1241,2024-03-22,5556328,63,63,110,1.746031746,1.746031746
1242,2024-03-22,5556412,63,63,167,2.650793651,2.650793651
1243,2024-03-22,5498413,58,73,173,2.369863014,2.982758621
1244,2024-03-22,5548902,58,73,136,1.863013699,2.344827586
1245,2024-03-22,5552034,58,58,120,2.068965517,2.068965517
1246,2024-03-22,5552088,58,78,157,2.012820513,2.706896552
1247,2024-03-22,5552343,58,58,152,2.620689655,2.620689655
1248,2024-03-22,5552594,58,58,126,2.172413793,2.172413793
1249,2024-03-22,5552681,58,120,188,1.566666667,3.24137931
1250,2024-03-22,5553322,58,68,178,2.617647059,3.068965517
1251,2024-03-22,5553483,58,73,120,1.643835616,2.068965517
1252,2024-03-22,5555047,58,58,147,2.534482759,2.534482759
1253,2024-03-22,5555184,58,84,120,1.428571429,2.068965517
1254,2024-03-22,5555459,58,63,183,2.904761905,3.155172414
1255,2024-03-22,5555552,58,58,167,2.879310345,2.879310345
1256,2024-03-22,5555571,58,68,251,3.691176471,4.327586207
1257,2024-03-22,5555894,58,58,126,2.172413793,2.172413793
1258,2024-03-22,5556049,58,63,120,1.904761905,2.068965517
1259,2024-03-22,5556052,58,58,120,2.068965517,2.068965517
1260,2024-03-22,5556215,58,84,131,1.55952381,2.25862069
1261,2024-03-22,5556231,58,84,115,1.369047619,1.982758621
1262,2024-03-22,5556709,58,58,366,6.310344828,6.310344828
1263,2024-03-22,5556736,58,58,288,4.965517241,4.965517241
1264,2024-03-22,5556854,58,58,167,2.879310345,2.879310345
1265,2024-03-22,5557063,58,58,136,2.344827586,2.344827586
1266,2024-03-22,5496676,52,52,220,4.230769231,4.230769231
1267,2024-03-22,5498644,52,52,120,2.307692308,2.307692308
1268,2024-03-22,5513766,52,52,110,2.115384615,2.115384615
1269,2024-03-22,5528052,52,58,199,3.431034483,3.826923077
1270,2024-03-22,5532989,52,52,204,3.923076923,3.923076923
1271,2024-03-22,5552387,52,58,157,2.706896552,3.019230769
1272,2024-03-22,5553579,52,63,131,2.079365079,2.519230769
1273,2024-03-22,5554735,52,52,110,2.115384615,2.115384615
1274,2024-03-22,5554991,52,52,105,2.019230769,2.019230769
1275,2024-03-22,5555198,52,52,110,2.115384615,2.115384615
1276,2024-03-22,5555256,52,58,194,3.344827586,3.730769231
1277,2024-03-22,5555368,52,58,167,2.879310345,3.211538462
1278,2024-03-22,5555589,52,52,120,2.307692308,2.307692308
1279,2024-03-22,5555723,52,58,110,1.896551724,2.115384615
1280,2024-03-22,5555765,52,68,115,1.691176471,2.211538462
1281,2024-03-22,5555798,52,68,131,1.926470588,2.519230769
1282,2024-03-22,5555866,52,73,141,1.931506849,2.711538462
1283,2024-03-22,5556136,52,63,147,2.333333333,2.826923077
1284,2024-03-22,5556223,52,68,235,3.455882353,4.519230769
1285,2024-03-22,5556347,52,58,173,2.982758621,3.326923077
1286,2024-03-22,5556608,52,52,157,3.019230769,3.019230769
1287,2024-03-22,5556707,52,68,126,1.852941176,2.423076923
1288,2024-03-22,5556741,52,63,115,1.825396825,2.211538462
1289,2024-03-22,5556887,52,52,120,2.307692308,2.307692308
1290,2024-03-22,5556918,52,52,120,2.307692308,2.307692308
1291,2024-03-22,5557089,52,63,131,2.079365079,2.519230769
1292,2024-03-22,5507441,47,47,126,2.680851064,2.680851064
1293,2024-03-22,5550041,47,52,162,3.115384615,3.446808511
1294,2024-03-22,5552039,47,63,105,1.666666667,2.234042553
1295,2024-03-22,5552358,47,58,110,1.896551724,2.340425532
1296,2024-03-22,5553154,47,47,120,2.553191489,2.553191489
1297,2024-03-22,5554231,47,58,225,3.879310345,4.787234043
1298,2024-03-22,5554321,47,63,115,1.825396825,2.446808511
1299,2024-03-22,5554711,47,58,183,3.155172414,3.893617021
1300,2024-03-22,5554802,47,47,126,2.680851064,2.680851064
1301,2024-03-22,5555132,47,52,173,3.326923077,3.680851064
1302,2024-03-22,5555148,47,58,110,1.896551724,2.340425532
1303,2024-03-22,5555347,47,63,120,1.904761905,2.553191489
1304,2024-03-22,5555566,47,47,120,2.553191489,2.553191489
1305,2024-03-22,5555656,47,47,194,4.127659574,4.127659574
1306,2024-03-22,5555719,47,47,147,3.127659574,3.127659574
1307,2024-03-22,5555902,47,47,105,2.234042553,2.234042553
1308,2024-03-22,5556014,47,47,136,2.893617021,2.893617021
1309,2024-03-22,5556339,47,47,141,3,3
1310,2024-03-22,5556390,47,47,162,3.446808511,3.446808511
1311,2024-03-22,5556439,47,47,115,2.446808511,2.446808511
1312,2024-03-22,5556468,47,52,126,2.423076923,2.680851064
1313,2024-03-22,5556658,47,63,157,2.492063492,3.340425532
1314,2024-03-22,5556717,47,52,120,2.307692308,2.553191489
1315,2024-03-22,5556944,47,47,131,2.787234043,2.787234043
1316,2024-03-22,5556950,47,47,126,2.680851064,2.680851064
1317,2024-03-22,5548925,42,42,141,3.357142857,3.357142857
1318,2024-03-22,5551353,42,42,141,3.357142857,3.357142857
1319,2024-03-22,5552294,42,42,110,2.619047619,2.619047619
1320,2024-03-22,5553460,42,47,105,2.234042553,2.5
1321,2024-03-22,5553694,42,42,183,4.357142857,4.357142857
1322,2024-03-22,5554355,42,47,115,2.446808511,2.738095238
1323,2024-03-22,5554725,42,42,131,3.119047619,3.119047619
1324,2024-03-22,5554955,42,42,204,4.857142857,4.857142857
1325,2024-03-22,5555889,42,47,105,2.234042553,2.5
1326,2024-03-22,5556076,42,42,152,3.619047619,3.619047619
1327,2024-03-22,5556410,42,42,251,5.976190476,5.976190476
1328,2024-03-22,5556442,42,42,105,2.5,2.5
1329,2024-03-22,5556638,42,42,204,4.857142857,4.857142857
1330,2024-03-22,5556744,42,42,115,2.738095238,2.738095238
1331,2024-03-22,5556835,42,42,120,2.857142857,2.857142857
1332,2024-03-22,5557120,42,47,126,2.680851064,3
1333,2024-03-22,5539495,37,37,204,5.513513514,5.513513514
1334,2024-03-22,5543845,37,37,105,2.837837838,2.837837838
1335,2024-03-22,5545272,37,37,131,3.540540541,3.540540541
1336,2024-03-22,5549657,37,37,131,3.540540541,3.540540541
1337,2024-03-22,5549942,37,37,136,3.675675676,3.675675676
1338,2024-03-22,5552748,37,42,105,2.5,2.837837838
1339,2024-03-22,5553439,37,42,199,4.738095238,5.378378378
1340,2024-03-22,5553780,37,78,115,1.474358974,3.108108108
1341,2024-03-22,5554409,37,47,126,2.680851064,3.405405405
1342,2024-03-22,5554428,37,37,141,3.810810811,3.810810811
1343,2024-03-22,5554948,37,37,136,3.675675676,3.675675676
1344,2024-03-22,5555284,37,42,126,3,3.405405405
1345,2024-03-22,5555760,37,37,105,2.837837838,2.837837838
1346,2024-03-22,5555808,37,37,147,3.972972973,3.972972973
1347,2024-03-22,5556494,37,37,110,2.972972973,2.972972973
1348,2024-03-22,5556758,37,42,126,3,3.405405405
1349,2024-03-22,5556777,37,37,126,3.405405405,3.405405405
1350,2024-03-22,5501249,31,31,120,3.870967742,3.870967742
1351,2024-03-22,5508655,31,31,110,3.548387097,3.548387097
1352,2024-03-22,5537784,31,31,188,6.064516129,6.064516129
1353,2024-03-22,5539389,31,31,147,4.741935484,4.741935484
1354,2024-03-22,5552242,31,31,120,3.870967742,3.870967742
1355,2024-03-22,5553299,31,31,105,3.387096774,3.387096774
1356,2024-03-22,5554533,31,31,126,4.064516129,4.064516129
1357,2024-03-22,5554637,31,31,136,4.387096774,4.387096774
1358,2024-03-22,5555185,31,37,167,4.513513514,5.387096774
1359,2024-03-22,5555250,31,31,105,3.387096774,3.387096774
1360,2024-03-22,5555900,31,37,157,4.243243243,5.064516129
1361,2024-03-22,5556038,31,31,105,3.387096774,3.387096774
1362,2024-03-22,5556262,31,37,115,3.108108108,3.709677419
1363,2024-03-22,5556319,31,42,110,2.619047619,3.548387097
1364,2024-03-22,5556669,31,37,126,3.405405405,4.064516129
1365,2024-03-22,5556834,31,31,105,3.387096774,3.387096774
1366,2024-03-22,5533660,26,26,105,4.038461538,4.038461538
1367,2024-03-22,5551124,26,26,131,5.038461538,5.038461538
1368,2024-03-22,5555974,26,26,110,4.230769231,4.230769231
1369,2024-03-22,5556396,26,26,110,4.230769231,4.230769231
1370,2024-03-22,5556444,26,31,152,4.903225806,5.846153846
1371,2024-03-22,5557008,26,26,126,4.846153846,4.846153846
1372,2024-03-22,5531633,21,21,110,5.238095238,5.238095238
1373,2024-03-22,5545499,21,26,115,4.423076923,5.476190476
1374,2024-03-22,5546447,21,21,120,5.714285714,5.714285714
1375,2024-03-22,5552143,21,21,115,5.476190476,5.476190476
1376,2024-03-22,5553323,21,26,147,5.653846154,7
1377,2024-03-22,5554182,21,21,110,5.238095238,5.238095238
1378,2024-03-22,5554570,21,21,141,6.714285714,6.714285714
1379,2024-03-22,5555716,21,21,147,7,7
1380,2024-03-22,5555981,21,21,141,6.714285714,6.714285714
1381,2024-03-22,5556012,21,42,105,2.5,5
1382,2024-03-22,5556407,21,26,115,4.423076923,5.476190476
1383,2024-03-22,5556553,21,21,105,5,5
1384,2024-03-22,5534755,16,21,126,6,7.875
1385,2024-03-22,5554103,16,26,126,4.846153846,7.875
1386,2024-03-22,5554843,16,16,141,8.8125,8.8125
1387,2024-03-22,5555631,10,10,105,10.5,10.5
1388,2024-03-23,5557320,32739,35141,58723,1.671067983,1.793671157
1389,2024-03-23,5557144,9853,10601,24362,2.298085086,2.472546433
1390,2024-03-23,5555392,9633,10360,24885,2.402027027,2.583307381
1391,2024-03-23,5556400,9052,9732,23221,2.386046034,2.565289439
1392,2024-03-23,5556744,8623,9094,29767,3.273257093,3.452046851
1393,2024-03-23,5556743,6378,6834,12207,1.786215979,1.91392286
1394,2024-03-23,5557367,4474,4730,14164,2.994503171,3.165847117
1395,2024-03-23,5557212,3945,4123,13447,3.261460102,3.408618504
1396,2024-03-23,5557264,3532,3715,9392,2.528129206,2.659116648
1397,2024-03-23,5557484,2935,3077,10245,3.329541761,3.490630324
1398,2024-03-23,5557355,2894,3092,9894,3.199870634,3.418797512
1399,2024-03-23,5556826,2747,2904,9450,3.254132231,3.440116491
1400,2024-03-23,5556854,2438,2601,6802,2.61514802,2.789991797
1401,2024-03-23,5555746,1983,2093,5672,2.709985667,2.860312658
1402,2024-03-23,5556316,1810,1946,4981,2.559609455,2.751933702
1403,2024-03-23,5556353,1643,1826,4312,2.361445783,2.624467438
1404,2024-03-23,5556479,1617,1680,4489,2.67202381,2.776128633
1405,2024-03-23,5552961,1528,1716,4741,2.762820513,3.102748691
1406,2024-03-23,5556057,1507,1653,3103,1.877192982,2.059057731
1407,2024-03-23,5526220,1496,2208,2731,1.236865942,1.825534759
1408,2024-03-23,5557632,1444,1507,4003,2.656270737,2.772160665
1409,2024-03-23,5550977,1418,1570,3715,2.366242038,2.619887165
1410,2024-03-23,5556221,1413,1533,4667,3.044357469,3.302901628
1411,2024-03-23,5557607,1366,1455,2281,1.567697595,1.669838946
1412,2024-03-23,5556970,1334,1397,3689,2.640658554,2.765367316
1413,2024-03-23,5556950,1224,1251,4437,3.54676259,3.625
1414,2024-03-23,5556491,1156,1193,4087,3.425817267,3.535467128
1415,2024-03-23,5556733,1146,1313,1810,1.378522468,1.579406632
1416,2024-03-23,5557132,1130,1193,2574,2.157585918,2.277876106
1417,2024-03-23,5557376,1078,1125,3589,3.190222222,3.329313544
1418,2024-03-23,5557406,1057,1109,2946,2.65644725,2.787133396
1419,2024-03-23,5557173,1052,1167,1842,1.57840617,1.75095057
1420,2024-03-23,5557288,1031,1073,2716,2.531220876,2.634335597
1421,2024-03-23,5555420,1026,1256,2056,1.636942675,2.003898635
1422,2024-03-23,5553478,984,1057,2046,1.935666982,2.079268293
1423,2024-03-23,5556586,947,994,2852,2.869215292,3.011615628
1424,2024-03-23,5553642,921,1120,3385,3.022321429,3.675352877
1425,2024-03-23,5557048,895,1073,2124,1.979496738,2.373184358
1426,2024-03-23,5556814,863,900,4830,5.366666667,5.596755504
1427,2024-03-23,5549137,858,958,3354,3.501043841,3.909090909
1428,2024-03-23,5556257,858,879,2297,2.613196815,2.677156177
1429,2024-03-23,5556916,848,884,2752,3.113122172,3.245283019
1430,2024-03-23,5557223,821,863,1538,1.782155272,1.873325213
1431,2024-03-23,5556454,816,842,2156,2.560570071,2.642156863
1432,2024-03-23,5555868,811,879,3532,4.018202503,4.355117139
1433,2024-03-23,5555110,790,1005,1324,1.317412935,1.675949367
1434,2024-03-23,5557213,785,801,2004,2.501872659,2.552866242
1435,2024-03-23,5555405,764,816,1884,2.308823529,2.465968586
1436,2024-03-23,5557063,727,774,1287,1.662790698,1.770288858
1437,2024-03-23,5557342,722,869,2391,2.751438435,3.311634349
1438,2024-03-23,5557124,712,738,3160,4.281842818,4.438202247
1439,2024-03-23,5557247,706,738,2339,3.169376694,3.313031161
1440,2024-03-23,5556767,691,769,1810,2.353706112,2.619392185
1441,2024-03-23,5557417,685,727,764,1.050894085,1.115328467
1442,2024-03-23,5555089,675,780,1669,2.13974359,2.472592593
